epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,1903.59,0.70013,0.51969,0.90596,0.84477,0.833,0.89264,0.7271,0.58492,0.42608,0.87454,0.0067,0.0067,0.0067
102,1931.7,0.69783,0.51555,0.90398,0.83609,0.84389,0.89438,0.72929,0.58372,0.42335,0.87421,0.006667,0.006667,0.006667
103,1959.38,0.69528,0.51512,0.9026,0.84627,0.83559,0.89301,0.72863,0.58311,0.42378,0.87401,0.006634,0.006634,0.006634
104,1987.11,0.69813,0.51667,0.90498,0.84611,0.83862,0.89412,0.7301,0.58132,0.4195,0.87345,0.006601,0.006601,0.006601
105,2014.83,0.69909,0.51749,0.90397,0.85583,0.82911,0.89624,0.73137,0.58215,0.42053,0.87356,0.006568,0.006568,0.006568
106,2043.39,0.69118,0.51314,0.90235,0.85283,0.83458,0.89614,0.73125,0.58117,0.42129,0.87307,0.006535,0.006535,0.006535
107,2071.26,0.69617,0.51582,0.90381,0.85335,0.83312,0.89589,0.73358,0.57969,0.41957,0.87259,0.006502,0.006502,0.006502
108,2099.41,0.69482,0.51196,0.9025,0.85002,0.8368,0.89494,0.73321,0.57953,0.42043,0.87251,0.006469,0.006469,0.006469
109,2127.17,0.68989,0.50745,0.90239,0.84541,0.84411,0.89609,0.73293,0.57894,0.41865,0.87226,0.006436,0.006436,0.006436
110,2156.04,0.69352,0.51199,0.9011,0.84182,0.84411,0.89528,0.73249,0.57829,0.41679,0.87216,0.006403,0.006403,0.006403
111,2184.01,0.69123,0.50986,0.90048,0.84792,0.84167,0.89577,0.73318,0.57842,0.41721,0.87198,0.00637,0.00637,0.00637
112,2211.78,0.68997,0.50603,0.90136,0.85368,0.8384,0.89525,0.73356,0.5771,0.41738,0.87142,0.006337,0.006337,0.006337
113,2239.56,0.69048,0.50723,0.90345,0.85724,0.83757,0.89551,0.73357,0.57766,0.4175,0.87157,0.006304,0.006304,0.006304
114,2267.34,0.69279,0.51157,0.90304,0.84861,0.84069,0.89463,0.73274,0.57694,0.41593,0.87158,0.006271,0.006271,0.006271
115,2295.37,0.6874,0.50403,0.90098,0.8535,0.8436,0.8975,0.73594,0.57628,0.41396,0.87117,0.006238,0.006238,0.006238
116,2323.44,0.68844,0.50572,0.90066,0.85998,0.83911,0.89743,0.7369,0.57562,0.41319,0.87089,0.006205,0.006205,0.006205
117,2351.02,0.68814,0.50273,0.90233,0.85154,0.84724,0.89789,0.73691,0.57728,0.41399,0.87146,0.006172,0.006172,0.006172
118,2378.98,0.68727,0.50707,0.90138,0.84836,0.8482,0.89822,0.73645,0.57586,0.41418,0.8708,0.006139,0.006139,0.006139
119,2407.11,0.68784,0.50387,0.89949,0.85335,0.84376,0.89714,0.73624,0.5751,0.41488,0.87067,0.006106,0.006106,0.006106
120,2434.95,0.68338,0.50099,0.90095,0.85528,0.84089,0.89699,0.7353,0.57441,0.41272,0.87048,0.006073,0.006073,0.006073
121,2462.84,0.68453,0.50467,0.89936,0.84585,0.85159,0.89892,0.73717,0.57399,0.41226,0.87003,0.00604,0.00604,0.00604
122,2490.75,0.68702,0.50229,0.90033,0.84788,0.85091,0.89918,0.73737,0.57325,0.41193,0.86977,0.006007,0.006007,0.006007
123,2518.8,0.67946,0.49955,0.89936,0.84826,0.84579,0.8996,0.73826,0.57389,0.41099,0.87009,0.005974,0.005974,0.005974
124,2546.78,0.6833,0.49987,0.89879,0.85024,0.84989,0.89898,0.73785,0.5745,0.41168,0.87028,0.005941,0.005941,0.005941
125,2574.48,0.68334,0.50088,0.89937,0.85381,0.84335,0.89855,0.73692,0.57428,0.41166,0.87006,0.005908,0.005908,0.005908
126,2602.28,0.67754,0.49668,0.89753,0.84711,0.84985,0.89849,0.73749,0.57275,0.40973,0.86958,0.005875,0.005875,0.005875
127,2630.67,0.68178,0.49776,0.89976,0.85325,0.84393,0.89818,0.7378,0.57177,0.40933,0.86923,0.005842,0.005842,0.005842
128,2658.71,0.68164,0.49797,0.8985,0.84469,0.85055,0.89845,0.73853,0.57225,0.40941,0.86934,0.005809,0.005809,0.005809
129,2686.63,0.67807,0.4951,0.89801,0.85137,0.84463,0.89872,0.73934,0.57142,0.40845,0.86898,0.005776,0.005776,0.005776
130,2714.5,0.67719,0.49333,0.8968,0.85014,0.84963,0.89862,0.73855,0.57144,0.40776,0.86899,0.005743,0.005743,0.005743
131,2742.22,0.67972,0.49404,0.8971,0.85801,0.84226,0.89908,0.73905,0.57143,0.40763,0.86904,0.00571,0.00571,0.00571
132,2770.44,0.67759,0.49293,0.89924,0.8537,0.84536,0.89904,0.73832,0.57138,0.4077,0.86904,0.005677,0.005677,0.005677
133,2798.31,0.67649,0.49414,0.89685,0.85933,0.84182,0.89979,0.73976,0.57059,0.40713,0.86872,0.005644,0.005644,0.005644
134,2826.08,0.67613,0.49133,0.89878,0.85727,0.84407,0.90046,0.74088,0.56925,0.40487,0.86829,0.005611,0.005611,0.005611
135,2853.73,0.67717,0.49133,0.8974,0.85901,0.8421,0.9011,0.74188,0.5691,0.4046,0.86812,0.005578,0.005578,0.005578
136,2881.54,0.67368,0.48615,0.89687,0.85643,0.84578,0.90142,0.74297,0.56878,0.40376,0.86801,0.005545,0.005545,0.005545
137,2909.46,0.67582,0.49011,0.89703,0.86095,0.84182,0.90132,0.74249,0.56881,0.40351,0.86805,0.005512,0.005512,0.005512
138,2937.19,0.67576,0.48994,0.89473,0.86237,0.84076,0.9009,0.74155,0.56952,0.4046,0.8682,0.005479,0.005479,0.005479
139,2964.71,0.67368,0.48723,0.89374,0.86477,0.83942,0.90079,0.74216,0.56861,0.40454,0.86785,0.005446,0.005446,0.005446
140,2992.46,0.66914,0.48423,0.89709,0.86564,0.83862,0.90185,0.74332,0.56785,0.40353,0.86771,0.005413,0.005413,0.005413
141,3020.3,0.67183,0.48499,0.89705,0.85904,0.84251,0.90147,0.74389,0.56729,0.40314,0.86749,0.00538,0.00538,0.00538
142,3047.79,0.66989,0.48415,0.89461,0.84988,0.85047,0.90121,0.74348,0.56712,0.40305,0.86732,0.005347,0.005347,0.005347
143,3075.45,0.67151,0.48557,0.89588,0.85984,0.84281,0.90097,0.74287,0.56674,0.4029,0.86723,0.005314,0.005314,0.005314
144,3102.89,0.6695,0.4854,0.89411,0.86034,0.84051,0.90018,0.74279,0.56652,0.40333,0.86725,0.005281,0.005281,0.005281
145,3130.95,0.67222,0.4851,0.89483,0.86003,0.83812,0.90122,0.74413,0.56593,0.40243,0.86703,0.005248,0.005248,0.005248
146,3158.74,0.66817,0.48409,0.89453,0.85314,0.84704,0.9026,0.74528,0.56576,0.4016,0.86703,0.005215,0.005215,0.005215
147,3186.1,0.67141,0.48451,0.8949,0.86476,0.84048,0.90227,0.74506,0.56568,0.40139,0.86702,0.005182,0.005182,0.005182
148,3213.44,0.66869,0.48134,0.89265,0.85615,0.84703,0.90176,0.74441,0.5657,0.40147,0.867,0.005149,0.005149,0.005149
149,3241.53,0.67102,0.48156,0.89517,0.85703,0.84801,0.90162,0.7449,0.56494,0.40123,0.86667,0.005116,0.005116,0.005116
150,3268.92,0.66844,0.47941,0.89487,0.85873,0.84691,0.90167,0.74493,0.56445,0.40109,0.86649,0.005083,0.005083,0.005083
151,3296.54,0.6676,0.48208,0.89155,0.86156,0.84395,0.90197,0.74558,0.56418,0.40039,0.86633,0.00505,0.00505,0.00505
