epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,1222.69,0.71699,0.56218,0.93691,0.79104,0.78637,0.83979,0.661,0.63519,0.50625,0.89506,0.006766,0.006766,0.006766
100,1239.44,0.71734,0.56151,0.93506,0.79593,0.7845,0.84241,0.66441,0.63365,0.49974,0.89422,0.006733,0.006733,0.006733
101,1256.16,0.71516,0.56283,0.93534,0.79702,0.77869,0.84101,0.65815,0.63551,0.50296,0.89501,0.0067,0.0067,0.0067
102,1272.7,0.72324,0.56507,0.93591,0.79739,0.78436,0.84337,0.66309,0.63204,0.50283,0.89324,0.006667,0.006667,0.006667
103,1289.78,0.71786,0.56227,0.93377,0.78788,0.78747,0.84337,0.66611,0.63209,0.51215,0.89345,0.006634,0.006634,0.006634
104,1306.31,0.71468,0.55949,0.93377,0.77783,0.7988,0.84521,0.66504,0.63341,0.50539,0.89381,0.006601,0.006601,0.006601
105,1323.04,0.71853,0.5639,0.9334,0.79482,0.78976,0.84418,0.66647,0.63129,0.50163,0.89271,0.006568,0.006568,0.006568
106,1339.96,0.71392,0.55847,0.93424,0.78912,0.79509,0.84569,0.66664,0.63131,0.50164,0.89304,0.006535,0.006535,0.006535
107,1356.87,0.71163,0.55699,0.93181,0.7836,0.78812,0.84306,0.66432,0.62763,0.49674,0.89205,0.006502,0.006502,0.006502
108,1373.8,0.71547,0.56457,0.9357,0.79833,0.78212,0.84064,0.66415,0.62758,0.49607,0.89172,0.006469,0.006469,0.006469
109,1390.64,0.71413,0.56196,0.93273,0.79142,0.78507,0.84535,0.66614,0.63121,0.49829,0.8925,0.006436,0.006436,0.006436
110,1407.71,0.71289,0.56435,0.93213,0.80354,0.78819,0.84847,0.66955,0.63128,0.49645,0.89284,0.006403,0.006403,0.006403
111,1424.91,0.71168,0.57006,0.93212,0.79331,0.78142,0.83878,0.66177,0.63125,0.49711,0.89228,0.00637,0.00637,0.00637
112,1441.78,0.71035,0.55668,0.93107,0.78872,0.79693,0.8448,0.66716,0.62788,0.4963,0.8911,0.006337,0.006337,0.006337
